1000 20000
0 999
383 199 40
391 814 87
422 124 85
55 670 3
923 534 4
987 224 78
157 801 25
546 958 38
714 66 100
173 70 78
564 327 43
816 540 15
325 953 30
855 843 34
836 478 74
679 115 72
937 190 62
946 218 85
558 282 38
458 920 49
339 281 97
498 167 19
717 388 77
619 290 59
258 917 88
494 133 74
739 248 76
964 130 65
361 164 18
119 767 7
907 718 83
295 684 17
674 420 10
552 883 21
171 102 3
383 622 67
207 804 12
436 592 46
195 640 1
378 161 6
502 382 81
305 414 2
787 180 33
41 349 29
323 509 93
484 911 59
870 34 26
253 557 46
525 994 85
982 226 58
910 35 43
18 382 46
836 523 15
329 169 67
247 232 85
817 636 11
827 870 100
43 613 41
475 155 79
428 34 89
570 809 97
783 95 41
428 405 54
797 255 74
820 845 71
505 277 69
989 584 15
364 500 44
545 856 42
859 908 97
747 547 53
885 404 51
513 298 51
327 625 38
992 941 33
911 946 33
485 335 45
485 546 39
115 826 46
980 287 61
804 374 7
515 75 82
505 41 62
178 177 99
702 357 79
100 719 45
228 712 8
418 242 36
668 154 47
226 199 51
932 495 98
267 155 2
600 811 35
89 711 47
427 892 62
679 791 24
538 240 100
859 448 19
193 905 52
906 570 56
805 289 65
725 13 54
256 199 36
209 210 41
948 303 53
348 264 98
543 835 70
66 657 31
345 194 21
933 17 23
100 993 36
261 787 100
708 525 11
897 813 61
363 409 62
838 770 38
138 420 71
291 90 55
369 952 74
589 483 21
246 223 5
128 902 27
675 879 20
419 970 70
550 445 70
957 270 41
436 996 1
656 687 96
197 664 99
304 809 2
186 544 90
131 783 79
118 158 84
210 462 11
498 477 74
184 787 15
552 546 49
143 520 49
603 844 44
675 99 66
690 568 30
173 347 6
147 159 36
664 40 28
805 555 52
748 334 36
481 499 5
581 356 75
767 434 45
614 681 97
464 149 54
810 724 93
738 748 31
333 476 59
68 435 24
615 298 8
280 224 90
601 164 27
867 847 61
339 455 94
174 844 51
987 838 89
853 869 69
760 262 21
344 820 67
614 679 65
27 77 50
18 387 49
675 231 59
821 928 56
260 441 30
349 144 98
622 431 28
129 839 80
995 162 15
983 851 56
241 18 56
111 267 59
549 888 15
250 797 65
877 440 75
391 578 24
359 638 42
589 908 69
203 17 22
540 447 2
984 245 99
84 806 72
911 496 40
746 426 28
962 421 48
228 114 46
893 325 27
848 124 75
45 128 75
676 147 82
751 87 89
439 321 76
954 575 91
279 778 13
444 474 14
469 592 77
2 222 22
896 593 58
92 119 4
655 716 73
270 596 39
550 216 45
433 181 81
764 557 59
42 471 62
262 497 38
105 398 63
78 173 15
331 811 85
516 193 98
803 565 91
203 642 95
10 917 4
554 383 67
606 306 62
815 238 7
149 446 13
191 170 89
115 662 39
794 42 15
946 880 1
875 432 72
602 985 60
614 262 48
716 886 38
8 523 100
467 77 30
856 351 4
957 490 58
784 928 46
25 522 71
612 980 92
203 438 75
623 833 37
471 671 49
589 178 80
669 225 15
675 974 60
981 574 25
853 606 72
793 998 96
393 677 80
180 192 39
137 90 45
38 690 89
885 890 93
925 991 51
427 425 40
236 317 82
42 553 52
158 778 83
720 415 100
273 880 97
250 322 80
241 255 52
329 520 26
424 53 63
553 467 93
389 215 45
32 280 25
852 102 28
52 54 78
905 74 10
731 457 14
230 694 20
764 301 74
895 539 97
960 498 62
327 759 76
97 743 46
656 241 86
843 182 87
354 196 52
347 204 39
429 817 26
623 215 93
860 550 83
373 845 59
884 101 94
521 803 16
71 951 44
407 31 73
268 312 17
940 923 98
183 257 34
91 933 17
596 475 97
311 644 37
816 934 92
703 714 24
640 676 54
67 238 70
341 923 69
708 598 1
907 70 14
259 996 51
131 21 97
105 104 84
881 133 65
730 101 27
321 842 67
953 184 92
463 720 26
33 776 4
553 751 20
619 877 74
94 458 19
249 759 69
974 424 15
293 57 21
405 726 10
726 832 66
421 256 80
341 74 81
427 284 31
7 858 19
232 830 95
377 841 69
577 259 57
352 811 36
357 121 2
601 588 85
967 61 11
605 630 40
483 567 68
851 784 25
536 85 63
68 532 52
478 795 85
613 483 65
523 463 8
976 9 66
970 117 34
167 254 78
865 899 94
511 948 78
805 748 3
440 184 28
2 493 87
752 102 68
913 365 5
120 781 98
234 867 5
604 584 16
528 229 49
212 576 93
480 510 68
379 595 3
994 340 6
616 714 14
836 802 37
675 627 48
360 854 54
632 262 33
0 519 75
822 927 65
361 500 23
446 74 94
269 865 36
47 471 59
448 323 60
16 910 50
78 363 63
370 61 59
112 862 48
190 185 85
476 838 89
182 362 57
212 457 89
223 932 12
731 446 86
515 746 73
923 44 78
570 138 70
763 845 100
9 722 10
722 642 94
966 94 72
13 814 72
531 289 24
758 730 56
190 680 70
773 905 28
393 577 8
734 489 61
757 458 86
488 780 65
981 471 98
83 895 54
792 933 79
114 117 39
496 785 1
276 198 18
554 513 75
80 111 75
255 694 62
138 690 40
136 875 58
277 337 80
835 594 29
944 183 84
190 414 68
888 897 83
393 518 38
427 526 58
845 616 7
607 980 76
54 780 46
176 946 41
140 269 80
228 891 88
18 474 8
155 762 82
81 87 46
377 234 34
661 926 55
38 636 35
29 690 53
606 454 32
453 539 55
901 16 81
189 471 3
935 284 99
135 352 55
886 810 27
824 703 69
21 962 13
2 397 55
559 101 69
399 523 56
741 777 57
694 419 26
888 481 91
179 739 24
89 2 28
370 194 64
405 208 92
650 112 13
214 775 85
911 188 48
715 785 71
584 238 54
622 210 36
649 120 9
510 154 18
836 482 4
319 257 62
938 446 59
164 30 91
506 62 76
993 575 12
388 775 31
168 549 96
730 869 30
88 691 49
798 376 45
160 343 71
355 670 54
510 657 82
262 69 94
251 843 27
963 714 69
866 484 33
931 307 27
46 451 71
587 767 63
664 331 70
404 605 23
958 663 37
516 148 68
342 819 98
969 281 3
146 575 59
932 959 64
98 187 81
165 87 52
437 878 33
457 634 42
743 720 39
458 130 99
498 776 18
599 263 84
519 421 76
278 388 48
730 439 22
224 462 78
904 14 86
503 430 80
105 519 98
146 503 19
215 373 44
811 607 91
182 274 15
215 6 19
329 906 79
497 927 95
274 813 9
785 326 80
353 685 44
587 29 36
322 129 96
277 662 74
90 356 6
385 201 72
586 39 31
796 758 72
738 723 18
338 460 60
321 826 83
321 993 33
575 958 36
84 324 72
216 892 10
848 323 25
399 936 20
655 945 86
888 174 33
764 623 48
985 628 11
735 436 25
493 440 82
525 882 27
464 961 26
982 949 78
416 820 52
813 818 18
296 565 18
520 205 69
244 719 43
225 475 48
668 19 56
539 362 69
1 392 66
227 828 30
671 451 5
826 666 66
511 934 19
864 986 50
526 584 51
302 352 37
922 972 8
675 161 40
498 491 54
441 437 41
659 38 53
229 246 53
514 511 23
191 11 83
842 774 86
463 831 9
692 174 39
781 563 64
996 619 24
555 967 15
182 347 32
653 740 85
230 54 23
649 370 49
719 25 4
104 397 26
876 387 93
735 897 69
266 654 100
867 405 87
218 722 31
422 711 87
602 264 21
108 687 79
56 755 55
830 272 79
711 478 76
779 563 96
54 129 35
220 71 58
471 266 54
900 891 45
710 595 33
34 287 99
509 791 68
957 452 30
267 246 28
642 183 46
942 552 17
33 271 77
666 956 86
167 714 81
128 491 97
188 751 83
343 621 43
214 36 68
504 628 8
988 788 94
860 200 85
974 632 79
713 458 61
107 701 74
810 937 8
814 883 52
395 203 53
67 957 26
333 469 75
748 99 79
503 645 38
126 471 69
489 794 21
506 492 17
779 955 9
248 432 83
789 651 5
611 233 47
348 630 17
241 46 80
715 277 66
228 421 45
545 303 36
216 484 86
189 63 30
273 93 24
292 828 14
97 223 4
725 527 79
431 769 9
715 922 5
87 824 37
184 7 18
701 217 43
952 308 27
323 242 27
106 242 12
336 675 15
862 32 35
547 161 73
665 892 96
502 105 89
924 874 19
208 185 24
573 456 82
730 17 88
136 131 19
285 984 6
567 482 44
781 581 51
979 845 59
733 602 86
633 34 64
152 578 1
109 833 43
410 277 55
695 809 33
327 572 78
483 965 75
322 55 100
962 499 51
705 299 64
200 384 93
219 89 76
471 762 67
98 684 70
536 705 23
170 211 27
396 46 85
284 223 65
301 150 93
912 249 66
919 92 23
596 810 26
288 511 92
82 909 14
736 31 56
457 681 1
836 55 66
150 643 21
846 128 94
87 124 70
622 17 58
971 119 84
258 816 13
629 697 74
142 649 82
161 361 15
807 598 65
990 945 99
907 788 84
535 305 22
497 333 82
841 519 16
776 496 58
247 846 34
424 525 83
423 772 60
832 911 51
603 623 32
991 827 3
2 313 61
333 348 4
550 735 29
716 681 11
314 904 76
995 415 15
132 785 83
309 182 17
909 603 51
977 351 10
308 1 53
273 110 41
137 366 68
591 326 73
604 27 49
567 831 19
532 342 82
47 960 66
840 740 78
851 78 94
367 804 31
181 347 75
487 454 32
729 119 36
507 2 65
164 141 91
768 454 56
473 536 72
559 187 53
830 134 23
744 7 15
281 559 31
539 176 61
330 107 14
177 796 40
974 684 36
2 268 4
116 362 49
124 171 66
152 303 80
136 823 3
542 421 55
352 104 64
872 220 19
991 141 43
308 536 86
723 701 19
246 910 100
517 108 97
333 932 44
967 479 25
989 214 86
820 224 85
476 437 24
999 457 60
203 337 69
832 47 17
2 417 70
844 167 38
629 810 88
889 748 9
750 818 93
282 837 75
568 16 63
139 138 81
533 359 6
246 78 46
239 254 94
43 423 96
187 636 59
592 433 16
250 490 100
364 737 24
184 683 63
409 337 3
126 660 44
752 654 100
929 804 40
445 415 15
705 335 90
593 818 66
952 737 29
635 553 94
341 729 94
460 563 97
261 955 32
982 454 80
864 808 17
978 779 79
929 938 44
539 390 38
461 343 32
499 595 53
632 293 39
929 556 56
359 136 89
970 785 87
610 716 72
515 476 10
221 28 16
940 801 95
968 47 75
432 54 12
784 90 69
515 820 63
195 73 94
918 260 69
648 385 20
622 684 38
340 1 88
470 608 96
901 294 11
739 14 40
469 321 49
288 765 97
179 294 30
889 524 32
842 433 87
186 109 42
870 14 5
102 893 3
787 38 32
652 913 85
40 402 93
659 802 38
181 221 60
695 875 40
730 263 71
88 224 71
422 867 60
596 838 93
977 208 22
587 183 16
69 443 81
480 193 94
675 144 26
188 315 5
206 21 63
959 382 18
140 328 14
38 910 16
152 29 90
159 158 91
185 952 42
274 35 72
479 414 90
360 166 24
361 72 85
273 48 7
322 497 78
704 54 99
575 139 70
570 925 57
267 553 64
551 874 47
470 715 12
793 751 29
517 353 23
632 204 4
653 507 24
678 441 23
592 631 78
856 196 80
883 824 20
704 266 83
933 643 26
540 369 52
642 987 87
353 342 4
792 823 20
227 760 5
168 10 6
348 961 21
286 394 14
989 484 70
35 25 18
506 45 12
929 364 7
664 707 64
822 480 33
51 825 50
16 469 48
304 284 78
863 936 12
622 130 77
233 276 14
183 640 55
726 942 78
759 600 47
262 172 46
556 372 87
225 685 89
574 895 3
578 831 92
251 757 27
614 28 35
542 900 17
328 924 100
422 854 1
20 649 90
208 172 20
931 713 63
835 541 18
551 621 98
424 209 92
179 738 48
853 436 6
721 308 6
763 973 61
159 794 93
55 710 14
85 282 81
840 317 95
201 100 19
561 201 85
365 318 46
148 558 56
849 317 95
690 639 7
546 433 27
377 144 85
282 170 58
606 471 61
957 274 71
29 386 64
178 958 81
888 537 5
173 534 22
693 431 13
64 920 48
663 785 63
730 632 96
977 365 11
305 770 77
865 433 18
777 246 29
390 42 88
977 304 84
328 961 59
852 686 55
224 245 54
454 513 98
152 356 70
277 756 56
97 372 81
716 33 59
512 285 53
380 85 12
832 808 42
542 993 99
922 295 87
574 509 41
542 136 71
396 705 86
918 913 10
105 19 4
361 225 3
576 730 85
14 520 90
13 527 47
42 264 15
821 575 12
27 849 98
914 207 1
631 246 83
277 780 67
343 440 32
266 202 72
383 759 19
543 368 100
261 20 20
113 600 55
122 219 80
580 728 6
825 619 56
924 65 36
534 147 16
408 779 34
399 715 18
205 775 73
68 826 51
761 385 23
572 223 60
759 512 34
472 902 37
213 847 54
821 726 74
878 490 16
698 214 90
98 946 1
513 422 79
765 559 10
654 15 55
280 302 33
87 555 89
818 831 60
556 767 96
979 259 70
649 283 37
562 549 6
416 659 64
723 646 35
763 948 61
441 665 96
327 230 16
36 280 16
744 885 2
825 655 56
941 89 88
177 757 11
47 203 97
642 5 22
17 573 73
581 227 65
620 447 74
574 546 59
841 726 97
269 386 48
622 802 26
499 234 60
904 253 32
368 908 68
623 580 25
860 968 22
484 306 57
236 227 84
846 872 69
321 936 2
905 620 84
295 736 21
915 5 36
984 124 11
968 832 98
49 325 49
882 502 73
81 598 46
247 3 12
650 986 40
740 659 44
372 384 15
203 275 31
628 411 5
895 311 85
921 684 100
541 983 36
778 290 5
383 538 85
819 887 34
404 478 64
306 827 29
209 395 82
401 408 56
498 522 1
161 292 49
795 843 5
873 380 98
834 6 13
501 245 61
936 537 58
200 246 57
777 310 83
842 749 96
569 864 59
742 765 27
691 848 10
683 975 79
275 512 97
870 213 72
637 161 49
831 449 32
593 785 64
378 629 75
481 243 100
627 368 98
62 299 39
398 822 91
263 557 18
407 112 57
515 343 38
627 396 46
532 791 58
496 602 86
542 615 41
273 192 22
912 634 11
260 699 100
643 624 50
321 825 87
552 78 21
706 106 18
571 68 69
997 741 8
351 246 37
507 304 95
570 800 42
903 229 19
564 840 5
463 877 59
770 966 94
257 918 28
8 359 60
683 880 79
272 470 22
788 822 20
621 466 60
103 581 97
425 466 88
692 97 61
754 407 52
428 727 6
243 628 71
567 374 44
642 142 57
932 869 98
175 995 4
360 2 86
82 895 49
653 577 68
25 895 72
77 637 50
290 721 53
305 279 77
502 323 64
319 838 99
861 402 60
265 78 16
969 938 76
806 953 97
86 215 34
520 954 6
861 794 89
840 747 81
663 251 94
373 604 48
59 840 37
573 424 60
837 431 49
536 816 78
539 590 37
896 751 9
941 639 26
253 338 94
865 975 81
178 768 44
983 600 9
46 687 29
700 267 64
191 987 90
191 487 7
529 799 34
701 613 39
366 391 22
145 309 61
416 175 80
541 647 48
699 465 46
128 380 52
185 414 30
335 770 72
335 144 30
950 934 97
579 958 9
487 606 70
65 805 6
157 95 42
477 755 34
313 977 61
673 249 4
10 356 7
954 207 61
249 389 9
440 56 64
807 522 77
761 407 83
810 840 39
99 616 77
421 514 71
680 777 58
491 942 65
212 425 65
948 214 63
987 660 97
576 945 1
301 275 52
556 731 100
756 590 51
129 811 23
775 322 34
947 102 5
533 943 87
755 452 16
672 402 22
915 964 57
569 477 42
714 728 30
684 857 34
83 970 89
607 402 71
843 553 37
119 109 72
103 378 27
21 512 80
489 881 1
328 722 29
715 102 28
529 385 37
979 221 66
922 170 68
710 680 62
964 246 69
594 643 57
827 218 55
867 801 69
372 248 74
251 710 43
131 50 87
801 553 38
7 637 44
879 231 99
893 651 33
551 613 64
865 362 27
631 242 50
618 299 62
521 840 1
548 687 67
893 21 80
354 613 43
822 780 11
56 516 86
876 265 32
177 692 62
50 890 12
683 922 59
233 465 46
419 180 77
231 237 21
283 615 35
221 329 78
74 46 70
268 688 38
105 103 96
919 672 73
477 409 21
698 279 15
423 917 17
772 82 58
461 36 54
889 689 45
71 692 74
621 1 80
570 396 25
177 753 51
341 549 93
632 487 53
310 763 11
724 389 63
440 554 7
558 388 24
605 50 55
944 748 62
372 23 52
102 848 36
689 415 25
714 598 31
198 492 2
401 223 22
895 420 18
540 183 3
648 605 88
321 367 47
263 121 71
930 692 91
745 468 38
269 70 85
218 36 21
756 845 11
68 525 12
774 103 82
170 163 52
301 27 50
982 998 86
721 164 47
337 945 17
780 971 1
243 358 98
227 928 97
65 847 72
313 612 64
765 367 22
599 912 56
932 994 56
221 996 41
515 860 12
141 926 10
652 368 21
636 308 31
598 212 64
321 91 23
3 796 36
164 647 88
751 114 11
953 16 52
451 163 26
931 833 43
472 411 65
276 239 5
767 616 17
41 171 3
112 489 86
794 827 27
160 68 86
96 788 25
747 956 62
666 447 37
505 399 65
608 714 21
230 488 72
296 878 84
401 732 14
558 725 76
407 896 74
495 637 6
204 669 68
775 1 6
200 640 15
16 564 93
735 438 32
585 605 36
848 6 25
383 981 35
879 27 89
92 644 63
326 663 20
140 197 12
331 782 89
798 262 86
4 932 44
94 132 19
511 987 45
140 616 42
590 181 36
173 634 23
985 881 100
99 398 85
290 10 72
368 873 31
132 234 82
987 96 65
488 694 97
708 745 74
692 245 12
498 150 54
984 467 13
782 585 66
211 83 78
183 126 50
236 535 64
663 549 54
355 990 83
658 50 9
929 896 23
792 632 49
440 410 10
994 400 86
710 494 59
477 940 59
768 980 38
818 478 42
787 710 89
339 233 14
106 880 15
303 892 18
635 724 63
116 268 62
849 651 98
668 757 44
145 828 80
737 327 56
676 342 43
334 844 81
284 882 61
607 386 6
412 972 17
39 170 82
895 745 37
563 868 78
300 298 65
602 510 16
726 238 49
956 753 25
366 666 89
361 270 53
887 336 79
957 729 78
970 366 27
811 164 13
764 832 52
767 10 79
301 81 29
877 331 44
962 421 17
172 699 97
724 416 14
737 255 18
560 142 32
524 355 39
244 855 31
354 500 86
632 100 25
240 62 3
653 495 67
199 743 38
778 165 65
903 385 90
849 382 34
531 245 7
195 206 73
546 397 75
443 95 60
119 16 34
51 381 43
196 366 70
6 516 11
173 264 15
737 990 77
561 84 37
986 863 89
157 953 3
942 189 4
428 280 9
299 12 13
415 742 51
345 723 71
310 863 15
531 195 100
245 613 40
153 350 8
783 157 1
711 45 42
312 197 91
363 853 2
204 809 95
610 341 19
235 576 14
659 530 67
599 591 56
936 388 84
542 429 84
861 559 21
667 306 66
781 700 61
62 49 1
571 514 15
58 830 100
630 50 87
410 805 60
837 30 100
737 489 21
388 515 43
932 254 24
206 195 6
604 297 91
866 733 46
631 377 98
855 543 23
894 871 28
578 169 40
713 652 5
253 699 39
627 607 75
927 693 25
463 79 52
609 262 28
325 383 87
865 580 83
384 470 34
965 577 27
161 150 61
699 283 41
819 221 66
517 307 30
750 409 41
182 166 24
134 552 87
367 242 33
795 493 94
334 587 42
639 151 90
64 92 68
441 974 84
370 205 96
936 437 67
118 592 92
708 780 7
941 152 2
568 615 34
4 429 69
241 769 100
16 366 81
869 569 17
201 915 65
929 333 27
456 155 38
366 567 26
583 970 85
786 827 57
82 110 13
129 15 63
579 108 81
798 207 94
492 221 48
821 986 25
493 92 55
277 71 91
137 224 65
83 627 30
111 775 73
9 167 9
384 202 68
784 107 94
343 301 7
224 462 80
968 62 75
307 631 17
578 115 81
236 963 95
898 798 56
137 828 40
392 828 52
651 357 21
46 56 67
626 7 27
937 639 54
560 544 58
663 187 65
873 742 66
416 148 54
395 635 56
613 288 59
223 425 70
218 187 9
125 196 46
606 104 84
846 247 26
795 577 17
298 107 97
369 190 15
572 263 74
400 917 12
538 485 89
768 631 47
132 79 15
431 107 58
73 882 63
380 190 24
74 467 64
236 717 34
309 990 92
895 655 43
727 877 72
688 404 5
455 772 67
157 295 80
114 893 43
712 99 57
849 499 76
114 38 92
883 595 12
167 562 71
923 20 66
452 825 15
931 123 58
78 619 2
574 263 71
35 599 22
194 754 99
371 127 87
532 115 21
405 741 53
442 540 15
311 477 8
737 941 73
990 595 12
718 77 62
749 710 84
98 790 24
795 856 5
805 838 35
533 688 25
591 861 5
971 220 7
778 827 73
885 430 77
740 704 48
925 570 55
980 195 5
641 661 5
401 671 45
546 949 14
845 701 33
343 157 11
816 51 71
197 6 74
929 938 54
260 718 43
869 25 23
455 599 63
937 963 29
207 921 53
136 439 53
265 582 87
682 616 86
959 391 73
87 941 14
251 696 58
320 223 24
316 533 31
780 733 80
462 706 14
447 352 40
551 123 35
847 516 92
957 890 84
337 477 33
407 265 47
129 595 58
91 863 25
674 479 2
809 775 57
457 833 9
398 459 93
864 143 25
270 482 80
608 234 29
796 560 98
180 309 17
717 414 9
366 696 72
126 648 35
414 477 25
432 629 93
712 873 92
36 853 31
289 351 31
313 443 84
463 561 68
810 105 5
194 220 18
244 525 4
254 194 75
490 110 56
908 452 56
769 589 1
657 283 7
131 443 82
331 352 85
393 778 80
689 275 68
657 639 60
910 851 23
656 496 6
295 896 72
395 439 20
800 330 84
828 755 58
460 36 78
546 539 67
852 105 37
87 831 95
699 980 48
669 423 73
986 435 35
634 831 49
645 176 31
152 344 66
916 970 59
790 975 74
704 582 93
41 294 47
257 859 6
324 634 92
342 256 79
182 822 96
976 104 83
202 551 39
912 49 45
221 583 69
149 875 45
765 484 84
325 117 88
86 934 81
568 156 17
0 541 12
324 960 68
223 622 80
411 414 16
830 413 3
696 954 92
302 2 9
999 236 85
827 242 91
36 125 92
565 559 17
565 294 76
284 934 32
36 997 70
115 71 37
353 972 93
79 761 18
339 456 96
855 752 62
52 298 83
392 417 43
827 134 27
776 160 91
372 24 3
701 578 76
718 895 15
905 171 95
933 136 24
133 55 58
693 65 80
773 958 93
402 272 1
728 985 68
340 261 83
472 411 1
319 563 93
254 641 13
462 319 59
131 330 51
96 564 20
437 164 35
399 903 12
581 286 49
989 407 22
480 819 60
541 698 14
153 898 69
356 614 49
611 421 24
563 759 24
170 838 97
216 178 49
429 604 87
226 688 74
110 963 35
737 98 3
110 61 44
195 785 71
184 791 56
361 416 74
579 826 17
262 396 48
958 211 19
150 427 96
36 428 29
119 644 96
847 77 41
822 670 72
988 74 69
577 426 13
256 859 26
349 501 7
619 108 43
295 271 100
7 577 1
153 292 23
885 487 93
448 352 60
755 419 37
610 461 29
692 540 39
695 550 47
354 208 3
120 653 75
142 670 69
688 112 29
618 716 91
670 90 66
908 55 98
74 836 19
489 231 97
835 268 31
396 238 85
596 602 76
681 439 20
705 278 85
780 392 73
114 332 19
458 768 9
355 700 89
703 439 77
947 496 28
626 312 5
384 736 44
813 442 81
73 518 5
351 536 54
58 216 41
891 187 21
682 441 68
464 474 40
321 351 81
904 838 63
269 851 83
933 995 52
659 259 18
350 246 29
597 345 41
164 433 42
270 480 88
482 872 74
126 347 28
83 612 2
770 449 35
518 303 2
28 757 59
527 215 93
568 140 96
419 341 75
493 377 35
302 259 81
541 629 65
610 207 46
739 584 60
787 452 70
511 547 20
336 540 22
863 529 41
732 926 30
498 636 9
344 169 10
166 25 8
597 489 47
476 107 12
242 5 52
306 233 68
929 912 68
25 930 17
742 428 63
701 798 76
8 471 60
93 902 94
660 613 37
136 261 71
143 526 17
388 779 38
449 11 36
295 753 43
293 517 42
541 772 91
483 674 70
371 349 20
102 429 43
392 955 59
667 289 62
904 861 8
979 285 50
314 778 76
707 602 86
205 916 72
259 14 58
794 408 50
357 290 35
976 729 60
626 307 75
475 715 62
163 925 88
461 809 66
219 391 12
194 517 95
706 366 1
792 451 43
703 648 4
188 936 71
416 849 86
306 675 7
117 862 80
13 251 98
856 738 61
98 92 22
481 120 57
207 485 91
776 427 92
293 429 53
386 282 74
82 410 53
475 855 85
967 210 97
838 345 72
162 278 60
919 742 74
133 895 48
878 529 28
310 760 44
918 891 70
776 189 75
451 128 85
511 527 21
765 29 43
120 325 32
375 53 99
789 364 9
182 314 34
474 174 98
730 701 44
85 524 59
59 102 57
528 769 1
727 772 54
118 739 37
194 386 5
77 966 87
90 238 9
435 35 48
681 715 20
124 557 49
806 183 34
894 739 43
173 859 90
127 966 57
607 919 4
757 100 42
252 498 35
551 921 69
490 202 27
961 407 53
31 438 7
300 939 78
123 338 43
629 934 48
559 451 20
340 367 94
158 392 98
65 38 87
303 799 69
424 676 35
127 771 1
846 524 4
528 119 35
494 790 74
797 574 81
120 847 29
394 465 20
413 621 16
391 649 78
543 135 35
547 609 94
949 882 41
538 379 65
25 392 99
569 326 10
132 789 67
778 873 40
54 151 48
35 664 100
470 767 50
759 852 82
150 142 12
506 193 88
398 277 100
213 256 74
876 379 8
208 910 57
657 826 28
763 788 20
684 659 30
597 277 8
589 193 73
906 954 8
139 992 64
717 404 1
683 602 58
871 503 16
520 20 13
579 362 16
547 96 51
361 726 24
565 209 85
538 940 33
158 602 23
579 38 13
16 491 77
960 22 65
835 674 83
890 729 32
225 184 79
33 602 69
498 387 1
130 774 25
349 613 44
675 570 89
253 559 55
123 660 61
228 510 69
653 139 12
486 657 32
376 233 87
998 645 50
986 199 53
719 447 49
481 332 43
951 649 87
781 54 97
334 708 92
505 784 59
490 362 63
744 304 53
248 626 83
426 386 80
721 242 16
456 998 35
782 590 81
949 96 3
78 207 81
597 508 11
803 740 93
21 538 21
76 301 79
542 789 47
2 740 61
237 28 53
228 382 98
314 602 93
786 566 31
315 975 56
317 868 26
102 924 45
372 775 74
514 124 13
881 934 25
427 923 52
647 49 45
51 902 98
894 731 8
720 608 15
108 633 70
171 365 15
178 305 70
610 513 23
741 236 96
444 476 62
852 655 63
582 860 54
124 691 59
956 422 83
837 456 95
251 664 95
759 340 43
514 672 72
404 960 44
128 936 17
950 919 52
882 965 27
112 880 96
236 898 92
328 512 8
941 171 51
885 408 99
57 801 33
854 633 52
958 476 70
327 413 56
719 806 93
335 140 9
350 615 23
661 489 20
214 825 51
56 990 37
9 353 68
74 515 82
901 561 56
552 824 18
652 156 22
998 249 30
46 52 11
11 531 80
901 721 83
467 547 91
887 136 5
167 306 63
811 97 94
305 213 43
682 524 12
558 727 21
125 306 40
445 167 11
748 653 3
257 250 83
860 66 71
289 921 46
169 393 53
795 794 67
971 71 14
674 132 100
645 315 100
973 432 34
835 29 21
47 401 54
912 690 90
837 765 37
594 745 65
134 916 39
671 305 39
488 289 14
688 406 48
891 904 86
151 334 54
344 164 28
22 599 21
82 407 74
664 128 93
922 947 30
425 39 93
522 623 11
473 509 37
770 126 64
808 289 19
76 273 76
257 99 63
208 682 67
771 878 4
934 98 48
266 773 39
954 60 35
675 38 87
948 292 21
829 183 55
90 277 1
819 621 35
136 227 80
859 714 69
892 263 37
164 89 98
937 796 4
960 214 38
963 766 92
382 936 68
58 370 70
393 663 91
627 444 16
609 429 90
218 536 27
201 968 94
707 519 33
20 598 25
496 529 96
896 345 25
18 890 96
128 194 77
592 351 40
183 594 99
210 185 39
210 127 21
71 918 70
351 99 77
637 583 49
208 832 72
960 151 11
155 215 14
997 540 62
399 914 81
84 405 24
847 621 70
436 588 36
87 167 75
909 320 87
173 219 25
793 927 3
490 158 59
460 462 84
900 334 78
418 596 48
458 27 82
812 773 9
25 357 44
219 51 44
664 506 24
673 199 67
502 375 34
255 758 48
112 267 31
919 723 29
751 614 38
171 594 84
164 776 36
833 734 72
242 199 48
769 247 70
446 83 74
313 413 9
879 228 88
116 281 39
305 381 6
548 105 44
58 766 63
30 785 4
112 206 94
923 671 9
44 550 97
719 295 12
829 991 61
991 399 70
395 797 42
324 863 65
516 260 43
723 668 31
303 540 46
872 335 95
435 540 56
107 456 78
416 846 20
669 756 22
284 188 83
757 371 94
775 358 18
335 884 35
855 632 76
517 136 84
377 934 95
665 283 7
495 257 76
522 393 22
608 558 96
316 827 52
648 770 52
889 427 100
106 453 56
517 686 54
999 248 22
277 128 52
569 558 69
161 12 98
417 73 16
257 647 94
485 339 4
989 586 23
906 149 81
177 788 28
744 937 68
836 488 4
687 181 94
920 576 4
15 236 20
55 774 44
981 636 5
469 23 74
852 941 92
906 224 31
582 594 23
746 183 89
876 311 99
44 766 83
482 394 10
505 735 23
210 73 11
282 223 75
408 834 10
579 376 20
217 289 44
869 264 26
841 700 37
778 804 9
750 882 24
947 77 1
325 176 41
934 117 77
483 261 80
75 900 6
674 402 83
944 285 100
812 768 85
344 508 82
295 234 49
291 95 51
513 784 26
869 21 16
357 362 46
201 154 30
86 485 33
689 526 40
346 758 6
586 616 73
144 800 7
920 332 24
8 993 14
661 342 91
375 128 20
592 969 79
227 505 28
774 843 6
221 808 26
617 340 31
239 527 24
118 637 17
228 455 32
668 782 38
726 166 32
70 263 15
93 210 82
953 233 72
543 566 51
418 576 83
781 264 15
695 378 78
208 801 27
89 727 58
651 720 29
275 270 33
898 29 29
287 493 25
161 656 75
384 728 46
134 148 70
635 169 41
836 524 2
408 27 59
663 323 70
665 982 18
761 177 86
190 853 72
565 875 22
815 62 51
334 226 13
630 38 90
6 797 63
549 237 2
289 207 46
262 423 9
616 509 93
